soil_moisture,soil_temperature,x470,x474,x478,x482,x486,x490,x494,x498,x502,x506,x510,x514,x518,x522,x526,x530,x534,x538,x542,x546,x550,x554,x558,x562,x566,x570,x574,x578,x582,x586,x590,x594,x598,x602,x606,x610,x614,x618,x622,x626,x630,x634,x638,x642,x646,x650,x654,x658,x662,x666,x670,x674,x678,x682,x686,x690,x694,x698,x702,x706,x710,x714,x718,x722,x726,x730,x734,x738,x742,x746,x750,x754,x758,x762,x766,x770,x774,x778,x782,x786,x790,x794,x798,x802,x806,x810,x814,x818,x822,x826,x830,x834,x838,x842,x846,x850,x854,x858,x862,x866,x870,x874,x878,x882,x886,x890,x894,x898,x902,x906,x910,x914,x918,x922,x926,x930
30.45,27.6,0.0849292,0.083418829,0.081689931,0.08426949,0.084578241,0.083068017,0.086887133,0.087814519,0.092899052,0.095509579,0.0996407,0.10898773,0.114336283,0.124732163,0.130117182,0.135135135,0.144249454,0.15273358,0.153098878,0.15539991,0.161677644,0.163008836,0.167936605,0.167978125,0.166066838,0.163982922,0.160058309,0.158946553,0.158554366,0.151569438,0.15244561,0.15339611,0.155053358,0.150950423,0.152669397,0.154296784,0.153576959,0.152996255,0.153586564,0.151126162,0.152072415,0.152084659,0.151542966,0.149137048,0.149972374,0.150019979,0.146271051,0.14522293,0.14516366,0.143889845,0.141398246,0.138765797,0.138921367,0.137474188,0.139009083,0.140624484,0.152440945,0.164929461,0.180428489,0.201929366,0.227379316,0.247984645,0.271730159,0.298654709,0.321130929,0.339804027,0.361295261,0.380833522,0.398014184,0.408218374,0.414545455,0.418108883,0.423785786,0.428645235,0.438578165,0.445174419,0.448810215,0.45685331,0.462218946,0.467423399,0.465060419,0.465266393,0.472273731,0.47877124,0.484483661,0.480879154,0.475250207,0.483267176,0.491445428,0.500205306,0.502347343,0.503172832,0.505855026,0.501262384,0.500366651,0.500533567,0.50662612,0.515777617,0.521381765,0.52472229,0.522137405,0.520598763,0.522620116,0.521123301,0.520723387,0.522613646,0.525778186,0.530000846,0.542484109,0.541957432,0.536624569,0.530794732,0.535537943,0.546192515,0.550735154,0.556799843
19.18,30.5,0.082584995,0.08838455,0.084042099,0.096008493,0.094649446,0.09445245,0.102710392,0.098592788,0.107552468,0.114091732,0.111849711,0.113563869,0.13151395,0.136312509,0.14993158,0.159528843,0.16226933,0.167026703,0.173803373,0.176507499,0.18100799,0.177469325,0.190120139,0.192385948,0.188568222,0.185530132,0.181495297,0.179532554,0.180545848,0.175672964,0.174940978,0.172466923,0.172226955,0.178919383,0.172162999,0.176210998,0.172727273,0.173856209,0.177196943,0.172637248,0.171516214,0.177107143,0.172634041,0.173292151,0.169011029,0.167402408,0.170217918,0.170239431,0.158098068,0.159705993,0.155667789,0.15164486,0.149755455,0.149474277,0.153636879,0.16453533,0.180217822,0.19121347,0.203520061,0.225652341,0.253114187,0.279592614,0.302784572,0.324173978,0.346867447,0.367300591,0.382781336,0.396590294,0.411649796,0.426211724,0.435026784,0.441913401,0.445750636,0.452965166,0.461086512,0.465451448,0.468590948,0.469476744,0.471833875,0.47573315,0.479614851,0.486341292,0.488045775,0.490766243,0.493116906,0.495726037,0.499079921,0.504357338,0.513305038,0.515079514,0.521124361,0.520229446,0.519911419,0.516380143,0.514161009,0.512135356,0.518554075,0.527673453,0.537377573,0.549008499,0.558229401,0.565756824,0.564173228,0.556164667,0.54874071,0.543975283,0.539723768,0.544595991,0.546569948,0.536522288,0.533578537,0.528510638,0.549568463,0.56025641,0.563366584,0.569165159
25.69,28.6,0.069774781,0.071778968,0.074583985,0.0814862,0.075503832,0.071455331,0.08820006,0.092465553,0.107833284,0.103198552,0.106358382,0.110165449,0.115291965,0.134002128,0.138665045,0.146904259,0.154155864,0.152775278,0.166008205,0.169237833,0.173417333,0.171058282,0.173601012,0.176982992,0.171813372,0.168385433,0.16701265,0.17096828,0.172324846,0.168048821,0.16148398,0.161011556,0.164781053,0.160994854,0.166936039,0.170642993,0.161972556,0.165359477,0.161028135,0.158443363,0.159526731,0.165571429,0.159643757,0.15534157,0.155270295,0.155618387,0.155354815,0.145361018,0.145746657,0.145024501,0.142162364,0.139570093,0.134744169,0.133777694,0.136406575,0.140821813,0.148613861,0.152970776,0.169000757,0.192843438,0.210015379,0.2445079,0.273828786,0.29650924,0.31366425,0.328711226,0.353229643,0.378080462,0.389042799,0.400944882,0.421237256,0.445815506,0.444783715,0.441342396,0.449438011,0.458330494,0.468266439,0.478898769,0.483848915,0.48062082,0.481592644,0.48534059,0.490052817,0.487076271,0.488061025,0.497764664,0.503193217,0.507128532,0.51295442,0.521833489,0.525799735,0.528585086,0.533082996,0.531794476,0.531483996,0.520633995,0.515576019,0.522039929,0.532820308,0.53209227,0.534144347,0.54846981,0.555905512,0.559309061,0.560507845,0.55884655,0.559699031,0.549700351,0.541450777,0.537720774,0.541389009,0.549787234,0.561534873,0.568069666,0.551995012,0.544611011
27.16,29.5,0.084492899,0.096687341,0.093229982,0.093857042,0.087638376,0.088429395,0.10441749,0.107783641,0.107833284,0.113518407,0.119942197,0.12205992,0.124561671,0.144398845,0.149064923,0.150060405,0.161110264,0.157050705,0.166008205,0.171273339,0.174877074,0.175429448,0.174201707,0.183023367,0.181866282,0.185836287,0.170094064,0.17572621,0.176751539,0.175037619,0.172057336,0.173103333,0.172874425,0.168490566,0.168569464,0.166712636,0.162298456,0.168627451,0.170927405,0.168346074,0.165188431,0.167607143,0.169215545,0.167768895,0.162140662,0.161163809,0.160663066,0.160998878,0.157392273,0.159705993,0.159577254,0.145252336,0.142607223,0.143409688,0.145021727,0.151766513,0.167049505,0.174666151,0.1833838,0.204144282,0.236678201,0.264039596,0.287412982,0.308568228,0.335211006,0.355372969,0.377913998,0.393848097,0.405238856,0.419230096,0.430758597,0.444839979,0.448651399,0.456839422,0.466263624,0.466098807,0.470862511,0.470776334,0.475730644,0.484530955,0.494118668,0.497015449,0.499753521,0.501165254,0.499521022,0.500143062,0.49462385,0.496390155,0.49542351,0.494462114,0.500984289,0.505334608,0.506373965,0.506470929,0.50900097,0.511396344,0.512970219,0.519786519,0.530921447,0.543626062,0.553567778,0.564185277,0.566929134,0.562453455,0.556585467,0.548671473,0.536590394,0.523785906,0.50561658,0.499369218,0.504392038,0.523829787,0.545136459,0.570367683,0.585162095,0.578004652
26.05,26.2,0.090216612,0.086241895,0.080258854,0.089823071,0.087638376,0.087608069,0.096166517,0.097478745,0.101655336,0.105491853,0.109248555,0.118378298,0.131803629,0.139200486,0.139242816,0.141739656,0.152707031,0.161041104,0.164853366,0.170110193,0.169622004,0.171641104,0.17780588,0.180305198,0.170290204,0.174202385,0.173791761,0.174140234,0.172008654,0.17154322,0.168212479,0.168330263,0.166399727,0.15806175,0.163342503,0.165730047,0.161320755,0.166666667,0.168617576,0.164054899,0.158860649,0.163535714,0.159643757,0.165007267,0.16042307,0.158391098,0.155000931,0.153535354,0.154921991,0.150037693,0.1442948,0.144542056,0.14403687,0.142339467,0.143585868,0.14811828,0.161405941,0.17062125,0.181226344,0.208154259,0.231564783,0.254635446,0.275973659,0.298282621,0.315783603,0.329763663,0.352881976,0.370882194,0.38094477,0.395625547,0.414342492,0.427605682,0.43221374,0.440696686,0.447820163,0.456064736,0.460802733,0.465253078,0.462741412,0.464002744,0.466099931,0.464992978,0.466971831,0.472987288,0.481993968,0.484513591,0.480227314,0.473527803,0.477191364,0.480243218,0.473651334,0.476271511,0.476372039,0.478211319,0.483200776,0.491073512,0.499196708,0.502885946,0.507375575,0.510946985,0.514332447,0.516253102,0.513385827,0.509391808,0.505986788,0.503274974,0.495073181,0.484521595,0.483564767,0.494175778,0.508091735,0.504255319,0.501702822,0.508321239,0.50319202,0.509253037
26.56,30.1,0.088853823,0.097223005,0.099985777,0.107841472,0.102469486,0.109783862,0.111814915,0.112518323,0.115696128,0.120684973,0.134682081,0.129423163,0.142232048,0.145842833,0.151953778,0.16038961,0.166326064,0.171587159,0.177267892,0.178252219,0.176920713,0.18708589,0.187417009,0.190875854,0.19009139,0.189510151,0.189198832,0.191268781,0.190664004,0.186791506,0.186795953,0.182649472,0.188413699,0.187392796,0.186863824,0.18669195,0.188370497,0.187908497,0.187756165,0.186501042,0.189500438,0.192375,0.190752069,0.189861919,0.184469355,0.184385261,0.190743155,0.194407033,0.187388559,0.183339616,0.179479985,0.175794393,0.176203913,0.174802854,0.173379936,0.184965438,0.195643564,0.203348171,0.219341408,0.233672295,0.255305652,0.276699029,0.293132643,0.308922905,0.332031976,0.346953471,0.367136322,0.379108786,0.393091813,0.403937008,0.415327458,0.426955331,0.434792197,0.438113849,0.441672343,0.449267462,0.45528608,0.458105335,0.453324218,0.455856628,0.463792505,0.473332163,0.477341549,0.482715395,0.485701614,0.482474964,0.480570088,0.47976299,0.480346927,0.480954163,0.487317812,0.494072658,0.499788176,0.503167858,0.499049467,0.492551536,0.499941223,0.504012651,0.508894663,0.512484824,0.517440196,0.524896609,0.521259843,0.520004137,0.518930636,0.504840371,0.49703154,0.495515602,0.492227979,0.499768713,0.501925573,0.513617021,0.523862841,0.5308418,0.526408978,0.521039028
27.63,28.1,0.088581265,0.090795038,0.094581141,0.093857042,0.09437979,0.099106628,0.103279425,0.106669598,0.110079811,0.111511768,0.119653179,0.120643911,0.128327489,0.139200486,0.149353809,0.150921172,0.158792131,0.161611161,0.172648534,0.16516682,0.167286417,0.17309816,0.174502055,0.176680973,0.177296777,0.179407025,0.178722024,0.171285476,0.175802962,0.175672964,0.172698145,0.170557696,0.170608281,0.173379074,0.174449794,0.176538528,0.173053173,0.178104575,0.179506773,0.172967338,0.177177914,0.178125,0.178103634,0.177434593,0.173133249,0.173641007,0.174110635,0.172016461,0.172213967,0.165793441,0.162065095,0.159457944,0.159048157,0.153398423,0.157944455,0.169278034,0.18209901,0.190478034,0.203160484,0.21909056,0.243252595,0.267656577,0.28491063,0.308568228,0.325673917,0.34239291,0.360182983,0.378423237,0.389042799,0.398950131,0.407119406,0.420776998,0.431246819,0.435531011,0.436818801,0.43988075,0.448471392,0.453556772,0.456246795,0.456182473,0.465440666,0.471330758,0.466637324,0.464936441,0.461433387,0.467525036,0.472343496,0.472835005,0.473685182,0.473489242,0.484440659,0.489713193,0.496495282,0.486285494,0.486886518,0.484422404,0.492123824,0.501759241,0.505096942,0.513253743,0.516663259,0.522932175,0.521653543,0.51371535,0.508340215,0.504057673,0.498206555,0.504546394,0.495772021,0.483788898,0.490415405,0.502553191,0.517658036,0.532680213,0.541097257,0.534789351
19.98,30.4,0.070319897,0.071243304,0.073232826,0.076376504,0.076312802,0.080763689,0.083647799,0.089123424,0.088456991,0.095745323,0.10433526,0.103935013,0.106311938,0.124760602,0.123642998,0.129401993,0.141985664,0.141089109,0.143200122,0.147428834,0.151813153,0.15357362,0.158283275,0.156445716,0.163892897,0.155526909,0.156843983,0.159549249,0.153985688,0.155341916,0.151231029,0.149237984,0.152155393,0.150566038,0.148968363,0.151973798,0.153499142,0.156535948,0.157068427,0.151181376,0.150201578,0.151660714,0.158618208,0.154996366,0.150117519,0.152845677,0.157478115,0.156378601,0.148922734,0.147531097,0.146427235,0.144897196,0.14403687,0.143409688,0.146098621,0.151036866,0.163287129,0.171724405,0.18158592,0.201957022,0.224625144,0.243422806,0.259172154,0.270972559,0.298122328,0.31467873,0.331674291,0.345859643,0.358000355,0.368031496,0.381838604,0.385658052,0.387735369,0.402922685,0.4060797,0.408160136,0.412450897,0.419117647,0.425397368,0.430114903,0.429181124,0.430635534,0.438538732,0.440112994,0.440535746,0.442042203,0.445264297,0.448240656,0.444233253,0.449317119,0.45243233,0.457743786,0.461371076,0.461695963,0.465509214,0.464469078,0.467927116,0.473216051,0.475474715,0.482112505,0.483643427,0.487965261,0.485826772,0.479520066,0.47853014,0.471967044,0.478231293,0.477061376,0.475295337,0.475,0.483427088,0.485531915,0.491952414,0.500507983,0.494663342,0.502377875
30.53,28.1,0.073045474,0.072850296,0.070260276,0.076376504,0.077661084,0.077752161,0.087631027,0.085781296,0.092669228,0.094598672,0.1,0.105351021,0.111815826,0.12129503,0.133465106,0.140591966,0.144883331,0.144794479,0.15012916,0.154116927,0.15765212,0.156779141,0.169996838,0.160673979,0.166329966,0.164099259,0.160233539,0.156694491,0.15683142,0.154388898,0.151231029,0.151465416,0.145033225,0.148610635,0.156155433,0.150663679,0.147307033,0.150980392,0.14914901,0.147880473,0.147204207,0.149285714,0.14836272,0.147056686,0.145651781,0.146260489,0.145092196,0.1442948,0.141864785,0.137504712,0.137186682,0.13353271,0.132242287,0.129853549,0.133534857,0.140821813,0.154257426,0.159589704,0.171158213,0.191749808,0.21987697,0.242337712,0.263819379,0.283031548,0.308719093,0.330465288,0.349752973,0.37430994,0.39207956,0.402274716,0.411059271,0.420126647,0.429957591,0.435208156,0.441348774,0.446678024,0.454961571,0.456155951,0.451375833,0.455530784,0.462144344,0.461657303,0.466971831,0.47164548,0.477949264,0.477718169,0.471657947,0.474567001,0.472633327,0.48059869,0.489835321,0.499885277,0.504910456,0.499864787,0.496100873,0.496616103,0.50403605,0.520537656,0.524845093,0.539012546,0.528317318,0.517038875,0.518897638,0.521969384,0.52716763,0.529104016,0.530323645,0.537135772,0.537906736,0.525735913,0.531112073,0.536170213,0.546909261,0.56163522,0.563840399,0.573584906
18.77,29,0.093536636,0.095999583,0.093971262,0.103926509,0.097927736,0.10054708,0.097112446,0.099301,0.101133858,0.113704611,0.118673535,0.128896,0.128343313,0.145420581,0.157981593,0.1597799,0.167444272,0.17565667,0.176748862,0.182692308,0.1909148,0.186038793,0.191213432,0.19322705,0.190819224,0.192184369,0.191130232,0.190653202,0.183759864,0.182528318,0.178476786,0.179028602,0.183950351,0.181285916,0.184140969,0.180875133,0.184574925,0.183311869,0.183597826,0.181866081,0.187365177,0.185903814,0.1825,0.180390233,0.178403756,0.176239147,0.176963871,0.177808615,0.173806336,0.17236108,0.163872896,0.162422084,0.163866967,0.161060453,0.163837472,0.175298262,0.189018933,0.203131049,0.219271828,0.239518711,0.269356598,0.295523676,0.323513514,0.349552464,0.367148782,0.380236539,0.396310816,0.415026675,0.433385366,0.447958597,0.462496462,0.472301388,0.473558356,0.474868966,0.480465801,0.489768429,0.499619842,0.502749141,0.504750858,0.504822406,0.502379415,0.502843776,0.513622893,0.522146956,0.528787299,0.526080678,0.523458107,0.523779774,0.523582207,0.528410226,0.538889453,0.547623967,0.55756118,0.545853105,0.534996443,0.526781771,0.530397498,0.539496651,0.542191809,0.540133129,0.539318345,0.545399341,0.552963078,0.56447985,0.569441528,0.577250983,0.58143196,0.587178082,0.592609958,0.589066939,0.601274258,0.611673716,0.623381521,0.629035626,0.625503897,0.626106318
25.53,27.9,0.084242298,0.090259402,0.086453561,0.088367454,0.092476089,0.093150973,0.092507113,0.100731261,0.097742782,0.100149079,0.111944623,0.122816,0.125748503,0.134671221,0.143710991,0.154453904,0.158185588,0.160527404,0.172526193,0.175105086,0.177789408,0.176973343,0.177317676,0.181150359,0.184225471,0.178757515,0.175589547,0.182079931,0.173832374,0.173594785,0.171108478,0.16446843,0.166109012,0.166041418,0.171075535,0.166883671,0.16887076,0.168018888,0.167902174,0.168726674,0.168126788,0.167838585,0.165416667,0.167549597,0.166579321,0.162875041,0.160380069,0.157981794,0.15303436,0.15031243,0.147254207,0.145714604,0.145016911,0.1469436,0.150541761,0.152414498,0.158060815,0.167220767,0.185110687,0.206170659,0.232268266,0.262118434,0.290237838,0.313695676,0.334414549,0.349092229,0.356775231,0.372791938,0.396497561,0.416091624,0.432201151,0.445580702,0.449793065,0.458271264,0.464374482,0.471713258,0.477774687,0.485279094,0.491351953,0.495659835,0.498524394,0.501798,0.508168179,0.513566657,0.518247896,0.517300472,0.521615593,0.526190941,0.529766249,0.527461554,0.528088519,0.53427686,0.544248065,0.536249226,0.534224164,0.532122064,0.540556901,0.538725391,0.541803697,0.543051715,0.54087876,0.538163853,0.536653222,0.535593044,0.542515221,0.55321569,0.561354324,0.562608219,0.559946417,0.556029094,0.559293898,0.570114804,0.604274041,0.640441081,0.656906745,0.671583635
26.99,28.5,0.090372606,0.099760392,0.091795085,0.101133858,0.098937301,0.099147817,0.101717778,0.1019572,0.109112861,0.11512086,0.120916506,0.126666667,0.131936128,0.1433924,0.148735851,0.159977159,0.166262312,0.164064116,0.17775426,0.185088272,0.188727235,0.185053418,0.185341986,0.192039179,0.188021874,0.184569138,0.18507542,0.186570692,0.18011303,0.178061552,0.179090811,0.178618457,0.182514841,0.179225848,0.178833136,0.181077908,0.176620867,0.17760249,0.176369565,0.178737651,0.17900066,0.178131564,0.178541667,0.177490735,0.170728245,0.172062864,0.171086068,0.163254885,0.163632307,0.163244811,0.155037644,0.157134907,0.160868095,0.163413261,0.164266366,0.162129303,0.170487665,0.186906524,0.200910215,0.220222983,0.246772083,0.278718585,0.311189189,0.336029332,0.354822929,0.372154788,0.390963008,0.410333926,0.429307317,0.444680851,0.456401547,0.466461768,0.469888715,0.47714023,0.486587499,0.495377802,0.499619842,0.500102164,0.502635242,0.511870537,0.513418796,0.51208146,0.516438229,0.519644369,0.524607881,0.524434389,0.527695888,0.531384225,0.537262057,0.5420711,0.548147396,0.551157025,0.548222129,0.536445224,0.532486536,0.535364385,0.545924132,0.551258372,0.554805434,0.55608807,0.554727441,0.55478592,0.554731617,0.556169947,0.558671006,0.562506644,0.571188268,0.575934247,0.577338692,0.573303785,0.583060556,0.583661631,0.585405405,0.586141198,0.586441817,0.596228778
25.84,26.3,0.096502914,0.091051151,0.089816743,0.097343832,0.098937301,0.098748027,0.096912214,0.101139908,0.108713911,0.110265147,0.114799313,0.120384,0.131736527,0.135482494,0.15737861,0.150311462,0.163307413,0.167993795,0.178357498,0.17530475,0.180175843,0.185644643,0.181036259,0.180754402,0.193216952,0.184569138,0.177405991,0.179834551,0.173224568,0.177046377,0.172336529,0.171235834,0.171235834,0.173045647,0.168625766,0.170330843,0.173969515,0.171485297,0.170586957,0.175400659,0.17251816,0.169939193,0.17125,0.169206453,0.168653783,0.16433674,0.159540382,0.16009103,0.159181169,0.155824593,0.153354739,0.153116652,0.153156708,0.152718676,0.153972912,0.159538689,0.167871486,0.178253444,0.197067086,0.217286676,0.238898582,0.268266638,0.296194595,0.321071929,0.342092949,0.355399938,0.36155006,0.375983007,0.399834146,0.417548399,0.430229267,0.439210208,0.442978019,0.448137931,0.456503728,0.466805056,0.474779787,0.480691,0.478305651,0.475925067,0.476971318,0.478093753,0.489340619,0.498908646,0.508435348,0.507056898,0.504480217,0.502079266,0.50353092,0.503744757,0.50745102,0.518966942,0.523384229,0.516061481,0.515303323,0.507518571,0.515254237,0.523107368,0.525891125,0.523789042,0.526249872,0.532101688,0.539404282,0.53994585,0.537329414,0.542308919,0.542505931,0.536789041,0.536191114,0.537242869,0.549076455,0.553812689,0.566775613,0.578454913,0.580825047,0.598079599
26.47,28.8,0.105203997,0.108271695,0.10880883,0.114099738,0.114686504,0.116938453,0.115734008,0.113807936,0.123674541,0.127462464,0.12519854,0.138218667,0.145309381,0.160834757,0.166624352,0.171023671,0.175127009,0.176835574,0.186601757,0.189480874,0.189721583,0.191753967,0.193562011,0.198176513,0.203207488,0.197995992,0.201019758,0.196981092,0.194092557,0.196131652,0.196692879,0.191332974,0.198100378,0.200444541,0.198431288,0.198922092,0.198035638,0.199624383,0.207554348,0.203139407,0.201793969,0.20291874,0.203541667,0.201722259,0.203919642,0.20401143,0.203833831,0.197213588,0.194578313,0.195893774,0.193113375,0.193722173,0.194069899,0.188438591,0.19493228,0.201852062,0.213654618,0.221302516,0.236352399,0.253990507,0.275365322,0.297573077,0.323102703,0.344020274,0.359874508,0.372351904,0.382941295,0.392876902,0.406878049,0.421554533,0.43453156,0.444695911,0.450492045,0.460018391,0.465423916,0.47364148,0.480769587,0.482808582,0.483770994,0.486144858,0.485382274,0.484194111,0.492859789,0.500696208,0.509889059,0.511629922,0.510192009,0.511538462,0.510839333,0.515508288,0.523652421,0.536043388,0.544049362,0.535857231,0.524763744,0.517054808,0.518896287,0.525999594,0.534429578,0.534879672,0.533271738,0.531123919,0.53704623,0.542320108,0.543711946,0.550186032,0.556437352,0.558860274,0.557613307,0.5605637,0.5641805,0.574936556,0.584927718,0.592339815,0.593079817,0.59728639
27.64,27.2,0.095909659,0.101937702,0.104060808,0.109312336,0.100350691,0.099747501,0.103119401,0.111151737,0.111107612,0.117751038,0.126014166,0.132746667,0.136327345,0.144812126,0.153760711,0.157018272,0.164489373,0.171923475,0.179966134,0.175704077,0.18117019,0.182294368,0.183189122,0.184515995,0.187422442,0.188176353,0.182653495,0.185345939,0.182544253,0.180904039,0.181546914,0.178208311,0.182719914,0.182521956,0.18250779,0.183105656,0.185390726,0.185758747,0.187108696,0.190208562,0.188201629,0.188214483,0.186875,0.186603445,0.183797358,0.18542697,0.182631753,0.176543073,0.176985721,0.171937068,0.171025244,0.171727516,0.170507328,0.172610605,0.173702032,0.177025338,0.18444062,0.195992258,0.212226093,0.233855834,0.25651036,0.280972926,0.306054054,0.33213631,0.350781665,0.363284573,0.372054684,0.386494764,0.405209756,0.417366302,0.426823285,0.434963211,0.43825991,0.443595402,0.452480898,0.462072147,0.467909133,0.473279465,0.476542637,0.476806084,0.475043807,0.475479314,0.48212632,0.490149591,0.495351951,0.49589872,0.495820403,0.495031238,0.499408226,0.50298582,0.506872399,0.512489669,0.518814056,0.513905509,0.50815974,0.502941176,0.50777845,0.515973209,0.522204065,0.526123912,0.525664716,0.529950597,0.531151101,0.533218786,0.533938694,0.537259488,0.545783912,0.556986301,0.565036839,0.560779634,0.572398878,0.586416918,0.603557511,0.611679499,0.617844665,0.622404676
19.77,28.6,0.07811199,0.081154287,0.085266556,0.087370079,0.087630181,0.085554971,0.087501317,0.091536724,0.095947507,0.098328187,0.10358446,0.110858667,0.112175649,0.121488044,0.131048344,0.135122508,0.142623121,0.144612203,0.154831199,0.157734342,0.157902449,0.162192719,0.164987639,0.162936334,0.165842886,0.16492986,0.163076269,0.15819725,0.157421625,0.159179312,0.160874717,0.156060443,0.157495953,0.157183129,0.159030837,0.157353255,0.157041649,0.158435287,0.158402174,0.163721186,0.164780982,0.164897734,0.160625,0.16030085,0.16222295,0.160995714,0.160380069,0.157559947,0.156849621,0.154552555,0.152513286,0.151424755,0.156155581,0.158921536,0.158047404,0.162129303,0.174193919,0.183228965,0.19898865,0.214140634,0.235790622,0.257814691,0.275243243,0.296279521,0.316430926,0.330563336,0.344742662,0.354208654,0.371287805,0.385499329,0.400471743,0.408419484,0.411523958,0.417912644,0.425545429,0.433148814,0.441131201,0.445397975,0.44762921,0.450023185,0.453490731,0.456132465,0.460131506,0.462799887,0.467549732,0.468826418,0.470762219,0.472217884,0.474859454,0.480217695,0.485463405,0.49286157,0.498943736,0.491561791,0.484219083,0.479863481,0.479408797,0.485122793,0.488244306,0.491490015,0.495431681,0.497684232,0.498531389,0.498594189,0.504220029,0.508780695,0.518330817,0.525753425,0.534918509,0.532924196,0.536193594,0.546006042,0.560565682,0.571264518,0.571889277,0.571903702
30.42,27.6,0.081869276,0.079570789,0.081507705,0.082582677,0.084399575,0.083955813,0.088502477,0.08990214,0.088965879,0.096304973,0.101545396,0.106197333,0.115768463,0.131020495,0.1326563,0.13926495,0.147350959,0.154436401,0.160059266,0.167717528,0.162675319,0.166725443,0.169489081,0.169865583,0.173036071,0.166733467,0.166709157,0.162483885,0.16127106,0.158367172,0.155962512,0.155035078,0.156265515,0.157801149,0.156376921,0.156136606,0.156633748,0.154561065,0.154891304,0.159758507,0.15892582,0.157965727,0.159166667,0.156987138,0.152265531,0.154940103,0.151983206,0.148912078,0.143708166,0.142044187,0.141784765,0.139158504,0.141803833,0.140312957,0.140677201,0.145937962,0.15653471,0.168302402,0.182762108,0.202185672,0.2295747,0.25617517,0.283459459,0.308983069,0.331787727,0.345347028,0.360977081,0.379174076,0.401131707,0.415545333,0.425926974,0.434255379,0.442803274,0.44936092,0.457902973,0.46347449,0.469670839,0.473632395,0.479539761,0.485616248,0.483629992,0.483148335,0.490220411,0.49729984,0.503710788,0.505959372,0.501900698,0.499668098,0.501844363,0.508108648,0.516901837,0.526818182,0.534909015,0.52566536,0.513951834,0.506946396,0.511037127,0.516744469,0.527443571,0.530015361,0.530541012,0.532688349,0.530954597,0.528272415,0.540919588,0.534431806,0.540047444,0.548449315,0.553159187,0.553221957,0.558849661,0.570803625,0.593764928,0.59953021,0.596398818,0.594906763
18.91,29,0.082903062,0.090256637,0.086622342,0.091091084,0.090362778,0.090228951,0.09155787,0.098650631,0.100842228,0.104698134,0.112454105,0.115660626,0.123474077,0.131708897,0.14287472,0.149508197,0.155856179,0.167707656,0.169014596,0.170578985,0.174129139,0.176371308,0.176018842,0.179610878,0.177081845,0.176063368,0.172627868,0.175806213,0.171904109,0.168091314,0.16507925,0.16859352,0.167894581,0.172331139,0.171768103,0.173743017,0.171464092,0.17187821,0.169489516,0.168449238,0.167821121,0.166200536,0.171099476,0.167474227,0.166507107,0.166510172,0.164745661,0.162318072,0.157802013,0.154999243,0.153400045,0.152601156,0.149992365,0.148501071,0.152127985,0.157519748,0.168885628,0.185230675,0.205409312,0.229335151,0.253808096,0.279287618,0.308526733,0.32601833,0.341757058,0.363062487,0.383299216,0.403247433,0.41724924,0.423921943,0.433367044,0.44321029,0.447676431,0.451173959,0.457888041,0.465121428,0.467098202,0.469952925,0.474453838,0.48183546,0.485541184,0.486966614,0.488133041,0.490776832,0.49428117,0.496524476,0.499277927,0.502203244,0.503867403,0.50639629,0.504556178,0.507585288,0.511984517,0.514941326,0.522471489,0.530189388,0.531270163,0.52853717,0.524574811,0.528168695,0.536764144,0.55008881,0.551598634,0.551441448,0.55136965,0.540121865,0.535473668,0.533028919,0.535287422,0.543775266,0.5523126,0.561600411,0.558794102,0.55625283,0.56857811,0.571735328
25.55,28.1,0.084146608,0.084528274,0.082041353,0.080704735,0.086299956,0.083914328,0.084032566,0.09112643,0.092151311,0.100944018,0.102966662,0.10719088,0.117607353,0.12459689,0.136824202,0.138945118,0.151901823,0.15575797,0.154113717,0.160800572,0.161028514,0.165636845,0.172899864,0.169716476,0.173282388,0.168778935,0.163606935,0.169341716,0.160242617,0.16171687,0.161901992,0.159079529,0.158496973,0.15996153,0.163608766,0.16103352,0.159514407,0.161144534,0.156820034,0.158557084,0.156830317,0.15475305,0.157314884,0.152923417,0.152794757,0.152351144,0.151754452,0.147483323,0.146789201,0.144925011,0.141877037,0.13800578,0.137227058,0.136586112,0.138893141,0.139888028,0.149223878,0.158248254,0.173896835,0.197395123,0.220907046,0.246926836,0.274199471,0.294508292,0.312276417,0.328485107,0.348027105,0.369543963,0.390736391,0.406161299,0.413511327,0.421826221,0.431358189,0.442682764,0.448473282,0.451482624,0.453843574,0.457303295,0.460574907,0.461071138,0.464846835,0.472178603,0.479030933,0.482692836,0.487974552,0.494132867,0.496587852,0.498794316,0.501519337,0.509472987,0.509879092,0.51236587,0.513964568,0.515367367,0.517339436,0.51876597,0.519011179,0.516719125,0.512617068,0.516967727,0.525738719,0.535709321,0.541572249,0.545388142,0.548708171,0.55229279,0.559512889,0.56194825,0.56232214,0.560861315,0.558532695,0.556716929,0.557626821,0.566920221,0.575865295,0.587057909
